TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Serbia 6/8/2020        138   11965    12206   11896    12156    39   118 5/19/2020 
AAA1     1 Serbia Confirmed cc1=  .993749 cc2=  .862442 lx=  9.41974 if=  81 il= 138 6/8/2020   n=  57 now=   11965 end=      12329     11896     12156 U=    16.14 T=   84.2 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  81. x2= 138. y1=   .20 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .993913 cc2=  .862442 lx=  9.41474 if=  81 il= 138 6/8/2020   n=  57 now=   11965 end=      12329     11896     12156 U=    16.14 T=   84.2 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  81. x2= 138. y1=   .20 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   122 5/23/2020 
AAA1     1 Serbia Confirmed cc1=  .994070 cc2=  .861617 lx=  9.41974 if=  82 il= 138 6/8/2020   n=  56 now=   11965 end=      12329     11896     12156 U=    16.29 T=   83.7 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  82. x2= 138. y1=   .11 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .994138 cc2=  .861617 lx=  9.41674 if=  82 il= 138 6/8/2020   n=  56 now=   11965 end=      12329     11896     12156 U=    16.29 T=   83.7 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  82. x2= 138. y1=   .11 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   122 5/23/2020 
AAA1     1 Serbia Confirmed cc1=  .994325 cc2=  .860694 lx=  9.41974 if=  83 il= 138 6/8/2020   n=  55 now=   11965 end=      12329     11896     12156 U=    16.44 T=   83.3 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  83. x2= 138. y1=   .02 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .994337 cc2=  .860694 lx=  9.41774 if=  83 il= 138 6/8/2020   n=  55 now=   11965 end=      12329     11896     12156 U=    16.44 T=   83.3 p1=   3.0 p2=    97.0 ed=   122 5/23/2020   x1=  83. x2= 138. y1=   .02 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   122 5/23/2020 
AAA1     1 Serbia Confirmed cc1=  .994516 cc2=  .859676 lx=  9.41974 if=  84 il= 138 6/8/2020   n=  54 now=   11965 end=      12329     11896     12156 U=    16.59 T=   82.8 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  84. x2= 138. y1=  -.07 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .994516 cc2=  .859676 lx=  9.41974 if=  84 il= 138 6/8/2020   n=  54 now=   11965 end=      12329     11896     12156 U=    16.59 T=   82.8 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  84. x2= 138. y1=  -.07 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .994633 cc2=  .858551 lx=  9.41974 if=  85 il= 138 6/8/2020   n=  53 now=   11965 end=      12329     11896     12156 U=    16.79 T=   82.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  85. x2= 138. y1=  -.17 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .994661 cc2=  .858551 lx=  9.42174 if=  85 il= 138 6/8/2020   n=  53 now=   11965 end=      12329     11896     12156 U=    16.79 T=   82.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  85. x2= 138. y1=  -.17 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .994623 cc2=  .857263 lx=  9.41974 if=  86 il= 138 6/8/2020   n=  52 now=   11965 end=      12329     11896     12156 U=    16.92 T=   81.6 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  86. x2= 138. y1=  -.26 y2= -3.33 BEST
AAA2     1 Serbia Confirmed cc1=  .994710 cc2=  .857263 lx=  9.42374 if=  86 il= 138 6/8/2020   n=  52 now=   11965 end=      12329     11896     12156 U=    16.92 T=   81.6 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  86. x2= 138. y1=  -.26 y2= -3.33 BEST
GP: Confirmed Serbia 6/8/2020        138   11965    12329   11896    12156    39   121 5/22/2020 
AAA2     1 Serbia Confirmed cc1=  .994648 cc2=  .855973 lx=  9.42974 if=  87 il= 138 6/8/2020   n=  51 now=   11965 end=      12453     11896     12156 U=    18.41 T=   81.2 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  87. x2= 138. y1=  -.31 y2= -3.08     
GP: Confirmed Serbia 6/8/2020        138   11965    12453   11896    12156    39   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .994703 cc2=  .854675 lx=  9.42974 if=  88 il= 138 6/8/2020   n=  50 now=   11965 end=      12453     11896     12156 U=    18.55 T=   80.8 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  88. x2= 138. y1=  -.39 y2= -3.08     
GP: Confirmed Serbia 6/8/2020        138   11965    12453   11896    12156    39   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .994628 cc2=  .851771 lx=  9.42974 if=  90 il= 138 6/8/2020   n=  48 now=   11965 end=      12453     11896     12156 U=    18.75 T=   80.2 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  90. x2= 138. y1=  -.52 y2= -3.08     
GP: Confirmed Serbia 6/8/2020        138   11965    12453   11896    12156    39   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .994533 cc2=  .850195 lx=  9.42974 if=  91 il= 138 6/8/2020   n=  47 now=   11965 end=      12453     11896     12156 U=    18.83 T=   79.9 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  91. x2= 138. y1=  -.59 y2= -3.08     
GP: Confirmed Serbia 6/8/2020        138   11965    12453   11896    12156    39   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .994512 cc2=  .848647 lx=  9.43974 if=  92 il= 138 6/8/2020   n=  46 now=   11965 end=      12578     11896     12156 U=    20.14 T=   79.9 p1=   5.1 p2=    95.1 ed=   127 5/28/2020   x1=  92. x2= 138. y1=  -.60 y2= -2.89     
GP: Confirmed Serbia 6/8/2020        138   11965    12578   11896    12156    39   127 5/28/2020 
AAA2     1 Serbia Confirmed cc1=  .994735 cc2=  .847293 lx=  9.43974 if=  93 il= 138 6/8/2020   n=  45 now=   11965 end=      12578     11896     12156 U=    20.17 T=   79.8 p1=   5.1 p2=    95.1 ed=   127 5/28/2020   x1=  93. x2= 138. y1=  -.66 y2= -2.89     
GP: Confirmed Serbia 6/8/2020        138   11965    12578   11896    12156    39   127 5/28/2020 
AAA2     1 Serbia Confirmed cc1=  .995095 cc2=  .846023 lx=  9.44974 if=  94 il= 138 6/8/2020   n=  44 now=   11965 end=      12704     11896     12156 U=    21.90 T=   78.4 p1=   6.2 p2=    94.2 ed=   130 5/31/2020   x1=  94. x2= 138. y1=  -.71 y2= -2.72     
GP: Confirmed Serbia 6/8/2020        138   11965    12704   11896    12156    39   130 5/31/2020 
AAA2     1 Serbia Confirmed cc1=  .995484 cc2=  .844728 lx=  9.44974 if=  95 il= 138 6/8/2020   n=  43 now=   11965 end=      12704     11896     12156 U=    22.18 T=   77.6 p1=   6.2 p2=    94.2 ed=   129 5/30/2020   x1=  95. x2= 138. y1=  -.78 y2= -2.72     
GP: Confirmed Serbia 6/8/2020        138   11965    12704   11896    12156    39   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .995851 cc2=  .843353 lx=  9.45974 if=  96 il= 138 6/8/2020   n=  42 now=   11965 end=      12832     11896     12156 U=    23.92 T=   76.3 p1=   7.2 p2=    93.2 ed=   132 6/2/2020    x1=  96. x2= 138. y1=  -.82 y2= -2.58     
GP: Confirmed Serbia 6/8/2020        138   11965    12832   11896    12156    39   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .996258 cc2=  .841955 lx=  9.46974 if=  97 il= 138 6/8/2020   n=  41 now=   11965 end=      12961     11896     12156 U=    25.72 T=   74.8 p1=   8.3 p2=    92.3 ed=   135 6/5/2020    x1=  97. x2= 138. y1=  -.86 y2= -2.46     
GP: Confirmed Serbia 6/8/2020        138   11965    12961   11896    12156    39   135 6/5/2020  
AAA2     1 Serbia Confirmed cc1=  .996719 cc2=  .840545 lx=  9.47974 if=  98 il= 138 6/8/2020   n=  40 now=   11965 end=      13091     11896     12156 U=    27.70 T=   73.0 p1=   9.4 p2=    91.4 ed=   138 6/8/2020    x1=  98. x2= 138. y1=  -.90 y2= -2.35     
GP: Confirmed Serbia 6/8/2020        138   11965    13091   11896    12156    39   138 6/8/2020  
AAA2     1 Serbia Confirmed cc1=  .997131 cc2=  .839018 lx=  9.48974 if=  99 il= 138 6/8/2020   n=  39 now=   11965 end=      13223     11896     12156 U=    30.26 T=   70.0 p1=  10.5 p2=    90.5 ed=   141 6/11/2020   x1=  99. x2= 138. y1=  -.96 y2= -2.25     
GP: Confirmed Serbia 6/8/2020        138   11965    13223   11896    12156    39   141 6/11/2020 
AAA2     1 Serbia Confirmed cc1=  .997144 cc2=  .837016 lx=  9.49974 if= 100 il= 138 6/8/2020   n=  38 now=   11965 end=      13356     11896     12156 U=    32.38 T=   68.2 p1=  11.6 p2=    89.6 ed=   144 6/14/2020   x1= 100. x2= 138. y1=  -.98 y2= -2.16     
GP: Confirmed Serbia 6/8/2020        138   11965    13356   11896    12156    39   144 6/14/2020 
AAA2     1 Serbia Confirmed cc1=  .997041 cc2=  .834819 lx=  9.50974 if= 101 il= 138 6/8/2020   n=  37 now=   11965 end=      13490     11896     12156 U=    34.70 T=   66.1 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 101. x2= 138. y1= -1.01 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .996815 cc2=  .832416 lx=  9.50974 if= 102 il= 138 6/8/2020   n=  36 now=   11965 end=      13490     11896     12156 U=    34.75 T=   66.0 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 102. x2= 138. y1= -1.04 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .996559 cc2=  .829892 lx=  9.50974 if= 103 il= 138 6/8/2020   n=  35 now=   11965 end=      13490     11896     12156 U=    34.72 T=   66.0 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 103. x2= 138. y1= -1.07 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .996283 cc2=  .827252 lx=  9.51974 if= 104 il= 138 6/8/2020   n=  34 now=   11965 end=      13626     11896     12156 U=    36.78 T=   64.6 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 104. x2= 138. y1= -1.07 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .995949 cc2=  .824450 lx=  9.51974 if= 105 il= 138 6/8/2020   n=  33 now=   11965 end=      13626     11896     12156 U=    37.09 T=   63.9 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 105. x2= 138. y1= -1.11 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .995573 cc2=  .821496 lx=  9.51974 if= 106 il= 138 6/8/2020   n=  32 now=   11965 end=      13626     11896     12156 U=    36.70 T=   64.7 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 106. x2= 138. y1= -1.12 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .995147 cc2=  .818370 lx=  9.51974 if= 107 il= 138 6/8/2020   n=  31 now=   11965 end=      13626     11896     12156 U=    36.82 T=   64.5 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 107. x2= 138. y1= -1.15 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .994661 cc2=  .815055 lx=  9.51974 if= 108 il= 138 6/8/2020   n=  30 now=   11965 end=      13626     11896     12156 U=    36.89 T=   64.3 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 108. x2= 138. y1= -1.18 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .994111 cc2=  .811537 lx=  9.51974 if= 109 il= 138 6/8/2020   n=  29 now=   11965 end=      13626     11896     12156 U=    36.73 T=   64.7 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 109. x2= 138. y1= -1.21 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .993482 cc2=  .807787 lx=  9.50974 if= 110 il= 138 6/8/2020   n=  28 now=   11965 end=      13490     11896     12156 U=    34.69 T=   66.1 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 110. x2= 138. y1= -1.27 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .992757 cc2=  .803775 lx=  9.50974 if= 111 il= 138 6/8/2020   n=  27 now=   11965 end=      13490     11896     12156 U=    34.46 T=   66.6 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 111. x2= 138. y1= -1.29 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .991919 cc2=  .799469 lx=  9.50974 if= 112 il= 138 6/8/2020   n=  26 now=   11965 end=      13490     11896     12156 U=    33.98 T=   67.5 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 112. x2= 138. y1= -1.31 y2= -2.07     
GP: Confirmed Serbia 6/8/2020        138   11965    13490   11896    12156    39   147 6/17/2020 
AAA2     1 Serbia Confirmed cc1=  .991031 cc2=  .794915 lx=  9.51974 if= 113 il= 138 6/8/2020   n=  25 now=   11965 end=      13626     11896     12156 U=    35.86 T=   66.4 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 113. x2= 138. y1= -1.30 y2= -2.00     
GP: Confirmed Serbia 6/8/2020        138   11965    13626   11896    12156    39   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .990026 cc2=  .790026 lx=  9.52974 if= 114 il= 138 6/8/2020   n=  24 now=   11965 end=      13763     11896     12156 U=    37.49 T=   65.8 p1=  15.0 p2=    86.9 ed=   154 6/24/2020   x1= 114. x2= 138. y1= -1.29 y2= -1.93     
GP: Confirmed Serbia 6/8/2020        138   11965    13763   11896    12156    39   154 6/24/2020 
AAA2     1 Serbia Confirmed cc1=  .988556 cc2=  .780041 lx=  9.60974 if= 116 il= 138 6/8/2020   n=  22 now=   11965 end=      14909     11896     12156 U=    53.67 T=   58.1 p1=  24.6 p2=    80.3 ed=   184 7/24/2020   x1= 116. x2= 138. y1= -1.08 y2= -1.49     
GP: Confirmed Serbia 6/8/2020        138   11965    14909   11896    12156    39   184 7/24/2020 
AAA2     1 Serbia Confirmed cc1=  .987567 cc2=  .774366 lx=  9.67974 if= 117 il= 138 6/8/2020   n=  21 now=   11965 end=      15990     11896     12156 U=    68.53 T=   54.5 p1=  33.6 p2=    74.8 ed=   216 8/25/2020   x1= 117. x2= 138. y1=  -.91 y2= -1.22     
GP: Confirmed Serbia 6/8/2020        138   11965    15990   11896    12156    39   216 8/25/2020 
AAA2     1 Serbia Confirmed cc1=  .985061 cc2=  .651727 lx= 11.38974 if= 130 il= 138 6/8/2020   n=   8 now=   11965 end=      88410     11896     12156 U=   390.30 T=  409.7 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 130. x2= 138. y1=   .72 y2=   .70     
GP: Confirmed Serbia 6/8/2020        138   11965    -       11896    12156    39   999 undefine  
AAA2     1 Serbia Confirmed cc1=  .993241 cc2=  .639687 lx= 11.38974 if= 131 il= 138 6/8/2020   n=   7 now=   11965 end=      88410     11896     12156 U=   354.85 T=  385.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 131. x2= 138. y1=   .72 y2=   .70     
GP: Confirmed Serbia 6/8/2020        138   11965    -       11896    12156    39   999 undefine  
AAA2     1 Serbia Confirmed cc1=  .997968 cc2=  .620004 lx= 11.38974 if= 132 il= 138 6/8/2020   n=   6 now=   11965 end=      88410     11896     12156 U=   320.84 T=  361.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 132. x2= 138. y1=   .71 y2=   .70     
GP: Confirmed Serbia 6/8/2020        138   11965    -       11896    12156    39   999 undefine  
AAA2     1 Serbia Confirmed cc1=  .997848 cc2=  .589600 lx= 11.38974 if= 133 il= 138 6/8/2020   n=   5 now=   11965 end=      88410     11896     12156 U=   317.30 T=  358.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 133. x2= 138. y1=   .71 y2=   .70     
GP: Confirmed Serbia 6/8/2020        138   11965    -       11896    12156    39   999 undefine  
AAA1     1 Serbia Confirmed cc1=  .997362 cc2=  .895300 lx=  9.40974 if=  44 il= 139 6/9/2020   n=  95 now=   11965 end=      12206     11965     12156 U=    15.44 T=   78.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  44. x2= 139. y1=  2.24 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997444 cc2=  .895300 lx=  9.41374 if=  44 il= 139 6/9/2020   n=  95 now=   11965 end=      12206     11965     12156 U=    15.44 T=   78.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  44. x2= 139. y1=  2.24 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .997300 cc2=  .894702 lx=  9.40974 if=  45 il= 139 6/9/2020   n=  94 now=   11965 end=      12206     11965     12156 U=    15.28 T=   79.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  45. x2= 139. y1=  2.24 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997377 cc2=  .894702 lx=  9.41374 if=  45 il= 139 6/9/2020   n=  94 now=   11965 end=      12206     11965     12156 U=    15.28 T=   79.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  45. x2= 139. y1=  2.24 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .997218 cc2=  .894076 lx=  9.40974 if=  46 il= 139 6/9/2020   n=  93 now=   11965 end=      12206     11965     12156 U=    15.11 T=   79.9 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  46. x2= 139. y1=  2.24 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997294 cc2=  .894076 lx=  9.41374 if=  46 il= 139 6/9/2020   n=  93 now=   11965 end=      12206     11965     12156 U=    15.11 T=   79.9 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  46. x2= 139. y1=  2.24 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .997128 cc2=  .893432 lx=  9.40974 if=  47 il= 139 6/9/2020   n=  92 now=   11965 end=      12206     11965     12156 U=    14.95 T=   80.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  47. x2= 139. y1=  2.24 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997208 cc2=  .893432 lx=  9.41374 if=  47 il= 139 6/9/2020   n=  92 now=   11965 end=      12206     11965     12156 U=    14.95 T=   80.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  47. x2= 139. y1=  2.24 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .997043 cc2=  .892786 lx=  9.40974 if=  48 il= 139 6/9/2020   n=  91 now=   11965 end=      12206     11965     12156 U=    15.25 T=   79.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  48. x2= 139. y1=  2.05 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997134 cc2=  .892786 lx=  9.41374 if=  48 il= 139 6/9/2020   n=  91 now=   11965 end=      12206     11965     12156 U=    15.25 T=   79.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  48. x2= 139. y1=  2.05 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996951 cc2=  .892123 lx=  9.40974 if=  49 il= 139 6/9/2020   n=  90 now=   11965 end=      12206     11965     12156 U=    15.39 T=   78.8 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  49. x2= 139. y1=  1.94 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .997041 cc2=  .892123 lx=  9.41374 if=  49 il= 139 6/9/2020   n=  90 now=   11965 end=      12206     11965     12156 U=    15.39 T=   78.8 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  49. x2= 139. y1=  1.94 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996878 cc2=  .891469 lx=  9.40974 if=  50 il= 139 6/9/2020   n=  89 now=   11965 end=      12206     11965     12156 U=    15.40 T=   78.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  50. x2= 139. y1=  1.87 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996962 cc2=  .891469 lx=  9.41374 if=  50 il= 139 6/9/2020   n=  89 now=   11965 end=      12206     11965     12156 U=    15.40 T=   78.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  50. x2= 139. y1=  1.87 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996810 cc2=  .890811 lx=  9.40974 if=  51 il= 139 6/9/2020   n=  88 now=   11965 end=      12206     11965     12156 U=    15.50 T=   78.4 p1=   2.0 p2=    98.0 ed=   114 5/15/2020   x1=  51. x2= 139. y1=  1.77 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996886 cc2=  .890811 lx=  9.41274 if=  51 il= 139 6/9/2020   n=  88 now=   11965 end=      12206     11965     12156 U=    15.50 T=   78.4 p1=   2.0 p2=    98.0 ed=   114 5/15/2020   x1=  51. x2= 139. y1=  1.77 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   114 5/15/2020 
AAA1     1 Serbia Confirmed cc1=  .996772 cc2=  .890172 lx=  9.40974 if=  52 il= 139 6/9/2020   n=  87 now=   11965 end=      12206     11965     12156 U=    15.45 T=   78.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  52. x2= 139. y1=  1.72 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996838 cc2=  .890172 lx=  9.41274 if=  52 il= 139 6/9/2020   n=  87 now=   11965 end=      12206     11965     12156 U=    15.45 T=   78.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  52. x2= 139. y1=  1.72 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996728 cc2=  .889517 lx=  9.40974 if=  53 il= 139 6/9/2020   n=  86 now=   11965 end=      12206     11965     12156 U=    15.29 T=   79.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  53. x2= 139. y1=  1.71 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996785 cc2=  .889517 lx=  9.41274 if=  53 il= 139 6/9/2020   n=  86 now=   11965 end=      12206     11965     12156 U=    15.29 T=   79.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  53. x2= 139. y1=  1.71 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996649 cc2=  .888816 lx=  9.40974 if=  54 il= 139 6/9/2020   n=  85 now=   11965 end=      12206     11965     12156 U=    15.18 T=   79.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  54. x2= 139. y1=  1.69 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996700 cc2=  .888816 lx=  9.41274 if=  54 il= 139 6/9/2020   n=  85 now=   11965 end=      12206     11965     12156 U=    15.18 T=   79.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  54. x2= 139. y1=  1.69 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996550 cc2=  .888085 lx=  9.40974 if=  55 il= 139 6/9/2020   n=  84 now=   11965 end=      12206     11965     12156 U=    15.09 T=   80.0 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  55. x2= 139. y1=  1.66 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996596 cc2=  .888085 lx=  9.41274 if=  55 il= 139 6/9/2020   n=  84 now=   11965 end=      12206     11965     12156 U=    15.09 T=   80.0 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  55. x2= 139. y1=  1.66 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996436 cc2=  .887327 lx=  9.40974 if=  56 il= 139 6/9/2020   n=  83 now=   11965 end=      12206     11965     12156 U=    15.04 T=   80.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  56. x2= 139. y1=  1.61 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996479 cc2=  .887327 lx=  9.41174 if=  56 il= 139 6/9/2020   n=  83 now=   11965 end=      12206     11965     12156 U=    15.04 T=   80.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  56. x2= 139. y1=  1.61 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996312 cc2=  .886548 lx=  9.40974 if=  57 il= 139 6/9/2020   n=  82 now=   11965 end=      12206     11965     12156 U=    14.98 T=   80.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  57. x2= 139. y1=  1.56 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996355 cc2=  .886548 lx=  9.41174 if=  57 il= 139 6/9/2020   n=  82 now=   11965 end=      12206     11965     12156 U=    14.98 T=   80.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  57. x2= 139. y1=  1.56 y2= -3.91 BEST
