TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12001.00000        9.39275
TAB:  Denmark Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Deaths    Denmark 6/2/2020        132     593      611     580      602    46   119 5/20/2020 
AAA2     1 Denmark Deaths    cc1=  .991236 cc2=  .805541 lx=  6.42519 if= 104 il= 132 6/2/2020   n=  28 now=     593 end=        617       580       602 U=    23.50 T=   66.7 p1=   4.0 p2=    96.1 ed=   122 5/23/2020   x1= 104. x2= 132. y1= -1.59 y2= -2.78     
GP: Deaths    Denmark 6/2/2020        132     593      617     580      602    46   122 5/23/2020 
AAA2     1 Denmark Deaths    cc1=  .990576 cc2=  .801594 lx=  6.42519 if= 105 il= 132 6/2/2020   n=  27 now=     593 end=        617       580       602 U=    23.24 T=   67.4 p1=   4.0 p2=    96.1 ed=   122 5/23/2020   x1= 105. x2= 132. y1= -1.62 y2= -2.78     
GP: Deaths    Denmark 6/2/2020        132     593      617     580      602    46   122 5/23/2020 
AAA2     1 Denmark Deaths    cc1=  .990345 cc2=  .797895 lx=  6.43519 if= 106 il= 132 6/2/2020   n=  26 now=     593 end=        623       580       602 U=    26.43 T=   62.5 p1=   5.1 p2=    95.2 ed=   124 5/25/2020   x1= 106. x2= 132. y1= -1.65 y2= -2.63     
GP: Deaths    Denmark 6/2/2020        132     593      623     580      602    46   124 5/25/2020 
AAA2     1 Denmark Deaths    cc1=  .989469 cc2=  .793353 lx=  6.44519 if= 107 il= 132 6/2/2020   n=  25 now=     593 end=        629       580       602 U=    30.30 T=   56.3 p1=   6.1 p2=    94.3 ed=   127 5/28/2020   x1= 107. x2= 132. y1= -1.67 y2= -2.50     
GP: Deaths    Denmark 6/2/2020        132     593      629     580      602    46   127 5/28/2020 
AAA2     1 Denmark Deaths    cc1=  .988250 cc2=  .788250 lx=  6.44519 if= 108 il= 132 6/2/2020   n=  24 now=     593 end=        629       580       602 U=    30.63 T=   55.5 p1=   6.1 p2=    94.3 ed=   127 5/28/2020   x1= 108. x2= 132. y1= -1.72 y2= -2.50     
GP: Deaths    Denmark 6/2/2020        132     593      629     580      602    46   127 5/28/2020 
AAA2     1 Denmark Deaths    cc1=  .987118 cc2=  .782994 lx=  6.43519 if= 109 il= 132 6/2/2020   n=  23 now=     593 end=        623       580       602 U=    27.98 T=   58.5 p1=   5.1 p2=    95.2 ed=   124 5/25/2020   x1= 109. x2= 132. y1= -1.81 y2= -2.63     
GP: Deaths    Denmark 6/2/2020        132     593      623     580      602    46   124 5/25/2020 
AAA2     1 Denmark Deaths    cc1=  .986033 cc2=  .777519 lx=  6.42519 if= 110 il= 132 6/2/2020   n=  22 now=     593 end=        617       580       602 U=    25.63 T=   60.8 p1=   4.0 p2=    96.1 ed=   121 5/22/2020   x1= 110. x2= 132. y1= -1.92 y2= -2.78     
GP: Deaths    Denmark 6/2/2020        132     593      617     580      602    46   121 5/22/2020 
AAA2     1 Denmark Deaths    cc1=  .985823 cc2=  .772622 lx=  6.42519 if= 111 il= 132 6/2/2020   n=  21 now=     593 end=        617       580       602 U=    22.51 T=   69.5 p1=   4.0 p2=    96.1 ed=   122 5/23/2020   x1= 111. x2= 132. y1= -1.85 y2= -2.78     
GP: Deaths    Denmark 6/2/2020        132     593      617     580      602    46   122 5/23/2020 
AAA2     1 Denmark Deaths    cc1=  .984509 cc2=  .766291 lx=  6.43519 if= 112 il= 132 6/2/2020   n=  20 now=     593 end=        623       580       602 U=    25.80 T=   64.2 p1=   5.1 p2=    95.2 ed=   125 5/26/2020   x1= 112. x2= 132. y1= -1.85 y2= -2.63     
GP: Deaths    Denmark 6/2/2020        132     593      623     580      602    46   125 5/26/2020 
AAA2     1 Denmark Deaths    cc1=  .982214 cc2=  .758607 lx=  6.43519 if= 113 il= 132 6/2/2020   n=  19 now=     593 end=        623       580       602 U=    26.16 T=   63.2 p1=   5.1 p2=    95.2 ed=   124 5/25/2020   x1= 113. x2= 132. y1= -1.90 y2= -2.63     
GP: Deaths    Denmark 6/2/2020        132     593      623     580      602    46   124 5/25/2020 
AAA2     1 Denmark Deaths    cc1=  .978522 cc2=  .742819 lx=  6.50519 if= 115 il= 132 6/2/2020   n=  17 now=     593 end=        668       580       602 U=    44.63 T=   44.9 p1=  12.6 p2=    88.8 ed=   150 6/20/2020   x1= 115. x2= 132. y1= -1.57 y2= -1.95     
GP: Deaths    Denmark 6/2/2020        132     593      668     580      602    46   150 6/20/2020 
AAA2     1 Denmark Deaths    cc1=  .975416 cc2=  .732880 lx=  6.59519 if= 116 il= 132 6/2/2020   n=  16 now=     593 end=        731       580       602 U=    71.11 T=   28.2 p1=  23.3 p2=    81.1 ed=   195 8/4/2020    x1= 116. x2= 132. y1= -1.24 y2= -1.46     
GP: Deaths    Denmark 6/2/2020        132     593      731     580      602    46   195 8/4/2020  
AAA2     1 Denmark Deaths    cc1=  .970544 cc2=  .720544 lx=  6.64519 if= 117 il= 132 6/2/2020   n=  15 now=     593 end=        769       580       602 U=    81.85 T=   28.4 p1=  29.7 p2=    77.1 ed=   221 8/30/2020   x1= 117. x2= 132. y1= -1.08 y2= -1.27     
GP: Deaths    Denmark 6/2/2020        132     593      769     580      602    46   221 8/30/2020 
AAA2     1 Denmark Deaths    cc1=  .966698 cc2=  .708499 lx=  8.38519 if= 118 il= 132 6/2/2020   n=  14 now=     593 end=       4381       580       602 U=   558.90 T=  525.6 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 118. x2= 132. y1=   .73 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .961286 cc2=  .694025 lx=  8.38519 if= 119 il= 132 6/2/2020   n=  13 now=     593 end=       4381       580       602 U=   579.66 T=  540.2 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 119. x2= 132. y1=   .73 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .952404 cc2=  .675054 lx=  8.38519 if= 120 il= 132 6/2/2020   n=  12 now=     593 end=       4381       580       602 U=   734.53 T=  649.2 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 120. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .964159 cc2=  .675483 lx=  8.38519 if= 121 il= 132 6/2/2020   n=  11 now=     593 end=       4381       580       602 U=   673.32 T=  606.1 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 121. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .972863 cc2=  .671352 lx=  8.38519 if= 122 il= 132 6/2/2020   n=  10 now=     593 end=       4381       580       602 U=   612.11 T=  563.0 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 122. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .976495 cc2=  .660267 lx=  8.38519 if= 123 il= 132 6/2/2020   n=   9 now=     593 end=       4381       580       602 U=   581.77 T=  541.7 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 123. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .981634 cc2=  .648300 lx=  8.38519 if= 124 il= 132 6/2/2020   n=   8 now=     593 end=       4381       580       602 U=   547.79 T=  517.7 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 124. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .988218 cc2=  .634665 lx=  8.38519 if= 125 il= 132 6/2/2020   n=   7 now=     593 end=       4381       580       602 U=   479.32 T=  469.5 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 125. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .984647 cc2=  .606682 lx=  8.38519 if= 126 il= 132 6/2/2020   n=   6 now=     593 end=       4381       580       602 U=   466.04 T=  460.2 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 126. x2= 132. y1=   .72 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA2     1 Denmark Deaths    cc1=  .979091 cc2=  .570843 lx=  8.38519 if= 127 il= 132 6/2/2020   n=   5 now=     593 end=       4381       580       602 U=   486.11 T=  474.3 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 127. x2= 132. y1=   .71 y2=   .70     
GP: Deaths    Denmark 6/2/2020        132     593    -         580      602    46   999 undefine  
AAA1     1 Denmark Deaths    cc1=  .998780 cc2=  .888349 lx=  6.38519 if=  52 il= 133 6/3/2020   n=  81 now=     593 end=        592       580       602 U=    14.30 T=   78.5 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  52. x2= 133. y1=  1.85 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998780 cc2=  .888349 lx=  6.38519 if=  52 il= 133 6/3/2020   n=  81 now=     593 end=        592       580       602 U=    14.30 T=   78.5 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  52. x2= 133. y1=  1.85 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998756 cc2=  .887645 lx=  6.38519 if=  53 il= 133 6/3/2020   n=  80 now=     593 end=        592       580       602 U=    14.42 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  53. x2= 133. y1=  1.74 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998756 cc2=  .887645 lx=  6.38519 if=  53 il= 133 6/3/2020   n=  80 now=     593 end=        592       580       602 U=    14.42 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  53. x2= 133. y1=  1.74 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998714 cc2=  .886911 lx=  6.38519 if=  54 il= 133 6/3/2020   n=  79 now=     593 end=        592       580       602 U=    14.43 T=   78.0 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  54. x2= 133. y1=  1.67 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998714 cc2=  .886911 lx=  6.38519 if=  54 il= 133 6/3/2020   n=  79 now=     593 end=        592       580       602 U=    14.43 T=   78.0 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  54. x2= 133. y1=  1.67 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998670 cc2=  .886161 lx=  6.38519 if=  55 il= 133 6/3/2020   n=  78 now=     593 end=        592       580       602 U=    14.40 T=   78.2 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  55. x2= 133. y1=  1.61 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998670 cc2=  .886161 lx=  6.38519 if=  55 il= 133 6/3/2020   n=  78 now=     593 end=        592       580       602 U=    14.40 T=   78.2 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  55. x2= 133. y1=  1.61 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998627 cc2=  .885399 lx=  6.38519 if=  56 il= 133 6/3/2020   n=  77 now=     593 end=        592       580       602 U=    14.21 T=   78.9 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  56. x2= 133. y1=  1.61 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998627 cc2=  .885399 lx=  6.38519 if=  56 il= 133 6/3/2020   n=  77 now=     593 end=        592       580       602 U=    14.21 T=   78.9 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  56. x2= 133. y1=  1.61 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998620 cc2=  .884660 lx=  6.38519 if=  57 il= 133 6/3/2020   n=  76 now=     593 end=        592       580       602 U=    14.25 T=   78.7 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  57. x2= 133. y1=  1.52 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998623 cc2=  .884660 lx=  6.38619 if=  57 il= 133 6/3/2020   n=  76 now=     593 end=        592       580       602 U=    14.25 T=   78.7 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  57. x2= 133. y1=  1.52 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998607 cc2=  .883899 lx=  6.38519 if=  58 il= 133 6/3/2020   n=  75 now=     593 end=        592       580       602 U=    14.31 T=   78.5 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  58. x2= 133. y1=  1.43 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998615 cc2=  .883899 lx=  6.38619 if=  58 il= 133 6/3/2020   n=  75 now=     593 end=        592       580       602 U=    14.31 T=   78.5 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  58. x2= 133. y1=  1.43 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998580 cc2=  .883110 lx=  6.38519 if=  59 il= 133 6/3/2020   n=  74 now=     593 end=        592       580       602 U=    14.37 T=   78.3 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  59. x2= 133. y1=  1.34 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998593 cc2=  .883110 lx=  6.38619 if=  59 il= 133 6/3/2020   n=  74 now=     593 end=        592       580       602 U=    14.37 T=   78.3 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  59. x2= 133. y1=  1.34 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998541 cc2=  .882293 lx=  6.38519 if=  60 il= 133 6/3/2020   n=  73 now=     593 end=        592       580       602 U=    14.18 T=   79.0 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  60. x2= 133. y1=  1.34 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998560 cc2=  .882293 lx=  6.38719 if=  60 il= 133 6/3/2020   n=  73 now=     593 end=        592       580       602 U=    14.18 T=   79.0 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  60. x2= 133. y1=  1.34 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998557 cc2=  .881515 lx=  6.38519 if=  61 il= 133 6/3/2020   n=  72 now=     593 end=        592       580       602 U=    14.47 T=   77.9 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  61. x2= 133. y1=  1.17 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998593 cc2=  .881515 lx=  6.38719 if=  61 il= 133 6/3/2020   n=  72 now=     593 end=        592       580       602 U=    14.47 T=   77.9 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  61. x2= 133. y1=  1.17 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998503 cc2=  .880652 lx=  6.38519 if=  62 il= 133 6/3/2020   n=  71 now=     593 end=        592       580       602 U=    14.55 T=   77.6 p1=   -.2 p2=   100.2 ed=   111 5/12/2020   x1=  62. x2= 133. y1=  1.07 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998546 cc2=  .880652 lx=  6.38719 if=  62 il= 133 6/3/2020   n=  71 now=     593 end=        592       580       602 U=    14.55 T=   77.6 p1=   -.2 p2=   100.2 ed=   111 5/12/2020   x1=  62. x2= 133. y1=  1.07 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   111 5/12/2020 
AAA1     1 Denmark Deaths    cc1=  .998440 cc2=  .879762 lx=  6.38519 if=  63 il= 133 6/3/2020   n=  70 now=     593 end=        592       580       602 U=    14.40 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  63. x2= 133. y1=  1.05 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998488 cc2=  .879762 lx=  6.38819 if=  63 il= 133 6/3/2020   n=  70 now=     593 end=        592       580       602 U=    14.40 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  63. x2= 133. y1=  1.05 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998272 cc2=  .877004 lx=  6.38519 if=  66 il= 133 6/3/2020   n=  67 now=     593 end=        592       580       602 U=    14.56 T=   77.5 p1=   -.2 p2=   100.2 ed=   111 5/12/2020   x1=  66. x2= 133. y1=   .79 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998367 cc2=  .877004 lx=  6.38819 if=  66 il= 133 6/3/2020   n=  67 now=     593 end=        592       580       602 U=    14.56 T=   77.5 p1=   -.2 p2=   100.2 ed=   111 5/12/2020   x1=  66. x2= 133. y1=   .79 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   111 5/12/2020 
AAA1     1 Denmark Deaths    cc1=  .998194 cc2=  .876025 lx=  6.38519 if=  67 il= 133 6/3/2020   n=  66 now=     593 end=        592       580       602 U=    14.49 T=   77.8 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  67. x2= 133. y1=   .75 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998301 cc2=  .876025 lx=  6.38919 if=  67 il= 133 6/3/2020   n=  66 now=     593 end=        592       580       602 U=    14.49 T=   77.8 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  67. x2= 133. y1=   .75 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998117 cc2=  .875026 lx=  6.38519 if=  68 il= 133 6/3/2020   n=  65 now=     593 end=        592       580       602 U=    14.37 T=   78.3 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  68. x2= 133. y1=   .71 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998242 cc2=  .875026 lx=  6.38919 if=  68 il= 133 6/3/2020   n=  65 now=     593 end=        592       580       602 U=    14.37 T=   78.3 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  68. x2= 133. y1=   .71 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998055 cc2=  .874021 lx=  6.38519 if=  69 il= 133 6/3/2020   n=  64 now=     593 end=        592       580       602 U=    14.40 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  69. x2= 133. y1=   .63 y2= -3.81 BEST
AAA2     1 Denmark Deaths    cc1=  .998212 cc2=  .874021 lx=  6.38919 if=  69 il= 133 6/3/2020   n=  64 now=     593 end=        592       580       602 U=    14.40 T=   78.1 p1=   -.2 p2=   100.2 ed=   112 5/13/2020   x1=  69. x2= 133. y1=   .63 y2= -3.81 BEST
GP: Deaths    Denmark 6/3/2020        133     593      592     580      602    46   112 5/13/2020 
AAA1     1 Denmark Deaths    cc1=  .998030 cc2=  .873030 lx=  6.39519 if=  70 il= 133 6/3/2020   n=  63 now=     593 end=        598       580       602 U=    15.76 T=   78.8 p1=    .8 p2=    99.2 ed=   116 5/17/2020   x1=  70. x2= 133. y1=   .56 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .998177 cc2=  .873030 lx=  6.39019 if=  70 il= 133 6/3/2020   n=  63 now=     593 end=        598       580       602 U=    15.76 T=   78.8 p1=    .8 p2=    99.2 ed=   116 5/17/2020   x1=  70. x2= 133. y1=   .56 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   116 5/17/2020 
AAA1     1 Denmark Deaths    cc1=  .998013 cc2=  .872025 lx=  6.39519 if=  71 il= 133 6/3/2020   n=  62 now=     593 end=        598       580       602 U=    15.91 T=   78.3 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  71. x2= 133. y1=   .46 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .998132 cc2=  .872025 lx=  6.39019 if=  71 il= 133 6/3/2020   n=  62 now=     593 end=        598       580       602 U=    15.91 T=   78.3 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  71. x2= 133. y1=   .46 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997881 cc2=  .869844 lx=  6.39519 if=  73 il= 133 6/3/2020   n=  60 now=     593 end=        598       580       602 U=    16.17 T=   77.4 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  73. x2= 133. y1=   .27 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997974 cc2=  .869844 lx=  6.39119 if=  73 il= 133 6/3/2020   n=  60 now=     593 end=        598       580       602 U=    16.17 T=   77.4 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  73. x2= 133. y1=   .27 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997776 cc2=  .868676 lx=  6.39519 if=  74 il= 133 6/3/2020   n=  59 now=     593 end=        598       580       602 U=    16.27 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  74. x2= 133. y1=   .19 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997870 cc2=  .868676 lx=  6.39119 if=  74 il= 133 6/3/2020   n=  59 now=     593 end=        598       580       602 U=    16.27 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  74. x2= 133. y1=   .19 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997661 cc2=  .867472 lx=  6.39519 if=  75 il= 133 6/3/2020   n=  58 now=     593 end=        598       580       602 U=    16.16 T=   77.5 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  75. x2= 133. y1=   .15 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997764 cc2=  .867472 lx=  6.39119 if=  75 il= 133 6/3/2020   n=  58 now=     593 end=        598       580       602 U=    16.16 T=   77.5 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  75. x2= 133. y1=   .15 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997542 cc2=  .866235 lx=  6.39519 if=  76 il= 133 6/3/2020   n=  57 now=     593 end=        598       580       602 U=    16.21 T=   77.3 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  76. x2= 133. y1=   .08 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997646 cc2=  .866235 lx=  6.39119 if=  76 il= 133 6/3/2020   n=  57 now=     593 end=        598       580       602 U=    16.21 T=   77.3 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  76. x2= 133. y1=   .08 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997411 cc2=  .864958 lx=  6.39519 if=  77 il= 133 6/3/2020   n=  56 now=     593 end=        598       580       602 U=    16.24 T=   77.2 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  77. x2= 133. y1=   .01 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997521 cc2=  .864958 lx=  6.39119 if=  77 il= 133 6/3/2020   n=  56 now=     593 end=        598       580       602 U=    16.24 T=   77.2 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  77. x2= 133. y1=   .01 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997270 cc2=  .863639 lx=  6.39519 if=  78 il= 133 6/3/2020   n=  55 now=     593 end=        598       580       602 U=    16.36 T=   76.8 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  78. x2= 133. y1=  -.08 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997387 cc2=  .863639 lx=  6.39119 if=  78 il= 133 6/3/2020   n=  55 now=     593 end=        598       580       602 U=    16.36 T=   76.8 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  78. x2= 133. y1=  -.08 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .997122 cc2=  .862282 lx=  6.39519 if=  79 il= 133 6/3/2020   n=  54 now=     593 end=        598       580       602 U=    16.29 T=   77.0 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  79. x2= 133. y1=  -.12 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997260 cc2=  .862282 lx=  6.39019 if=  79 il= 133 6/3/2020   n=  54 now=     593 end=        598       580       602 U=    16.29 T=   77.0 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  79. x2= 133. y1=  -.12 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .996960 cc2=  .860877 lx=  6.39519 if=  80 il= 133 6/3/2020   n=  53 now=     593 end=        598       580       602 U=    16.28 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  80. x2= 133. y1=  -.18 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .997115 cc2=  .860877 lx=  6.39019 if=  80 il= 133 6/3/2020   n=  53 now=     593 end=        598       580       602 U=    16.28 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  80. x2= 133. y1=  -.18 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
AAA1     1 Denmark Deaths    cc1=  .996785 cc2=  .859424 lx=  6.39519 if=  81 il= 133 6/3/2020   n=  52 now=     593 end=        598       580       602 U=    16.27 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  81. x2= 133. y1=  -.24 y2= -3.44 BEST
AAA2     1 Denmark Deaths    cc1=  .996958 cc2=  .859424 lx=  6.39019 if=  81 il= 133 6/3/2020   n=  52 now=     593 end=        598       580       602 U=    16.27 T=   77.1 p1=    .8 p2=    99.2 ed=   115 5/16/2020   x1=  81. x2= 133. y1=  -.24 y2= -3.44 BEST
GP: Deaths    Denmark 6/3/2020        133     593      598     580      602    46   115 5/16/2020 
